timeStamp;elapsed;label;responseCode;responseMessage;threadName;dataType;success;bytes;sentBytes;grpThreads;allThreads;URL;Latency;IdleTime;Connect
1575657989387;5945;PrinterList;200;OK;BackendNode 1-17;text;true;5789;284;100;100;https://pullprinting.fbk.eu/list_printer?access_token=ya29.Il-0B7FDOx-dUSRhpzrVnhcvMCsExa0aNirUU73GeMLar_3-LSJhWO7fNmQVePfwbMRmKHXUwi6i1LGUc9WCLzS2IZyHzG9Scsbyk1Y5byPbhjYDMeiZyGDivS--wQ-_kg;5945;0;1346
1575657989399;5936;PrinterList;200;OK;BackendNode 1-70;text;true;5789;284;100;100;https://pullprinting.fbk.eu/list_printer?access_token=ya29.Il-0B7FDOx-dUSRhpzrVnhcvMCsExa0aNirUU73GeMLar_3-LSJhWO7fNmQVePfwbMRmKHXUwi6i1LGUc9WCLzS2IZyHzG9Scsbyk1Y5byPbhjYDMeiZyGDivS--wQ-_kg;5936;0;1312
1575657989390;5943;PrinterList;200;OK;BackendNode 1-55;text;true;5789;284;100;100;https://pullprinting.fbk.eu/list_printer?access_token=ya29.Il-0B7FDOx-dUSRhpzrVnhcvMCsExa0aNirUU73GeMLar_3-LSJhWO7fNmQVePfwbMRmKHXUwi6i1LGUc9WCLzS2IZyHzG9Scsbyk1Y5byPbhjYDMeiZyGDivS--wQ-_kg;5943;0;1338
1575657989392;6031;PrinterList;200;OK;BackendNode 1-72;text;true;5789;284;97;97;https://pullprinting.fbk.eu/list_printer?access_token=ya29.Il-0B7FDOx-dUSRhpzrVnhcvMCsExa0aNirUU73GeMLar_3-LSJhWO7fNmQVePfwbMRmKHXUwi6i1LGUc9WCLzS2IZyHzG9Scsbyk1Y5byPbhjYDMeiZyGDivS--wQ-_kg;6031;0;1327
1575657989398;6032;PrinterList;200;OK;BackendNode 1-89;text;true;5789;284;96;96;https://pullprinting.fbk.eu/list_printer?access_token=ya29.Il-0B7FDOx-dUSRhpzrVnhcvMCsExa0aNirUU73GeMLar_3-LSJhWO7fNmQVePfwbMRmKHXUwi6i1LGUc9WCLzS2IZyHzG9Scsbyk1Y5byPbhjYDMeiZyGDivS--wQ-_kg;6032;0;1343
1575657989379;6055;PrinterList;200;OK;BackendNode 1-97;text;true;5789;284;95;95;https://pullprinting.fbk.eu/list_printer?access_token=ya29.Il-0B7FDOx-dUSRhpzrVnhcvMCsExa0aNirUU73GeMLar_3-LSJhWO7fNmQVePfwbMRmKHXUwi6i1LGUc9WCLzS2IZyHzG9Scsbyk1Y5byPbhjYDMeiZyGDivS--wQ-_kg;6055;0;1353
1575657989387;6064;PrinterList;200;OK;BackendNode 1-54;text;true;5789;284;94;94;https://pullprinting.fbk.eu/list_printer?access_token=ya29.Il-0B7FDOx-dUSRhpzrVnhcvMCsExa0aNirUU73GeMLar_3-LSJhWO7fNmQVePfwbMRmKHXUwi6i1LGUc9WCLzS2IZyHzG9Scsbyk1Y5byPbhjYDMeiZyGDivS--wQ-_kg;6064;0;1330
1575657989391;6101;PrinterList;200;OK;BackendNode 1-5;text;true;5789;284;93;93;https://pullprinting.fbk.eu/list_printer?access_token=ya29.Il-0B7FDOx-dUSRhpzrVnhcvMCsExa0aNirUU73GeMLar_3-LSJhWO7fNmQVePfwbMRmKHXUwi6i1LGUc9WCLzS2IZyHzG9Scsbyk1Y5byPbhjYDMeiZyGDivS--wQ-_kg;6101;0;1334
1575657989387;6148;PrinterList;200;OK;BackendNode 1-43;text;true;5789;284;92;92;https://pullprinting.fbk.eu/list_printer?access_token=ya29.Il-0B7FDOx-dUSRhpzrVnhcvMCsExa0aNirUU73GeMLar_3-LSJhWO7fNmQVePfwbMRmKHXUwi6i1LGUc9WCLzS2IZyHzG9Scsbyk1Y5byPbhjYDMeiZyGDivS--wQ-_kg;6148;0;1313
1575657989401;6187;PrinterList;200;OK;BackendNode 1-39;text;true;5789;284;91;91;https://pullprinting.fbk.eu/list_printer?access_token=ya29.Il-0B7FDOx-dUSRhpzrVnhcvMCsExa0aNirUU73GeMLar_3-LSJhWO7fNmQVePfwbMRmKHXUwi6i1LGUc9WCLzS2IZyHzG9Scsbyk1Y5byPbhjYDMeiZyGDivS--wQ-_kg;6187;0;1307
